freq,sigma_ext,sigma_sc,d_wall_p
2145,0.00015241414975661474,7.515744537027206e-05,2
2150,0.00014795197373690316,7.3494569913779768e-05,2
2155,0.00014386836473828717,7.1934372016375366e-05,2
2160,0.00014013106870878911,7.0469035068889977e-05,2
2165,0.00013670848422248858,6.909148744064257e-05,2
2170,0.00013356965548990074,6.7795318818730406e-05,2
2175,0.00013068432310341799,6.6574707243598934e-05,2
2180,0.00012802302230845121,6.542435531760279e-05,2
2185,0.00012555721879640091,6.4339434291680602e-05,2
2190,0.00012325947253854613,6.3315534945147057e-05,2
2195,0.00012110362043413028,6.2348624334660285e-05,2
2200,0.00011906496901553434,6.1435007628738472e-05,2
2205,0.00011712048896478166,6.0571294361447936e-05,2
2210,0.00011524900362123333,5.975436853561067e-05,2
2215,0.00011343136439710704,5.8981362085482409e-05,2
2220,0.00011165060661459126,5.8249631282268651e-05,2
2225,0.00010989208009319991,5.7556735719151118e-05,2
2230,0.0001081435495973147,5.6900419565562212e-05,2
2235,0.00010639526119803053,5.6278594819447378e-05,2
2240,0.00010463997145545243,5.5689326323650856e-05,2
2245,0.00010287293738173136,5.5130818340687195e-05,2
2250,0.00010109186605561126,5.4601402509013968e-05,2
2255,9.9296823803088442e-05,5.4099527021779243e-05,2
2260,9.7490105785570208e-05,5.3623746893341349e-05,2
2265,9.5676067803395477e-05,5.317271518921884e-05,2
2270,9.3860923031084467e-05,5.2745175114362373e-05,2
2275,9.2052507150966614e-05,5.2339952864839591e-05,2
2280,9.026001620547722e-05,5.1955951158300308e-05,2
2285,8.8493722026619477e-05,5.1592143367670427e-05,2
2290,8.676467072513312e-05,5.1247568194623227e-05,2
2295,8.5084370069106937e-05,5.092132482081398e-05,2
2300,8.3464471945000454e-05,5.0612568485788435e-05,2
2305,8.191645618899628e-05,5.0320506445183499e-05,2
2310,8.0451322139837788e-05,5.0044394267727133e-05,2
2315,7.9079294130240108e-05,4.9783532434157108e-05,2
2320,7.7809546891114399e-05,4.9537263206565426e-05,2
2325,7.6649956475512864e-05,4.930496773838214e-05,2
2330,7.5606881771217804e-05,4.9086063402766372e-05,2
2335,7.4684981131435229e-05,4.8880001314591224e-05,2
2340,7.3887067844373314e-05,4.8686264030318802e-05,2
2345,7.3214007472640732e-05,4.850436340754596e-05,2
2350,7.2664659145112658e-05,4.8333838611488967e-05,2
2355,7.2235862040561819e-05,4.8174254256284053e-05,2
2360,7.1922467298146027e-05,4.8025198671272137e-05,2
2365,7.1717414696605809e-05,4.7886282283943015e-05,2
2370,7.1611852463608589e-05,4.7757136111912604e-05,2
2375,7.1595297665034651e-05,4.7637410359074078e-05,2
2380,7.1655833777302576e-05,4.7526773109196425e-05,2
2385,7.1780341236573388e-05,4.7424909114029288e-05,2
2390,7.1954756049047555e-05,4.7331518670577812e-05,2
2395,7.2164350927336068e-05,4.7246316585394437e-05,2
2400,7.2394032952257539e-05,4.716903122017334e-05,2
1600,3.0905111876317255e-05,6.5575250886498486e-06,2.1000000000000001
1605,3.1635506024939241e-05,6.7578202024308578e-06,2.1000000000000001
1610,3.2411253901912182e-05,6.967907799041629e-06,2.1000000000000001
1615,3.3238972237812267e-05,7.1884499370931404e-06,2.1000000000000001
1620,3.4125419164975932e-05,7.4201632155789392e-06,2.1000000000000001
1625,3.5077417453643156e-05,7.6638240611390567e-06,2.1000000000000001
1630,3.6101780153907803e-05,7.9202746124043854e-06,2.1000000000000001
1635,3.7205241081953737e-05,8.1904292782260706e-06,2.1000000000000001
1640,3.8394392644795535e-05,8.4752820581258817e-06,2.1000000000000001
1645,3.9675633526968626e-05,8.7759147255716567e-06,2.1000000000000001
1650,4.10551287074485e-05,9.0935059899054018e-06,2.1000000000000001
1655,4.2538784237908369e-05,9.4293417701623222e-06,2.1000000000000001
1660,4.4132239094432102e-05,9.7848267346850189e-06,2.1000000000000001
1665,4.5840876286986131e-05,1.0161497284106429e-05,2.1000000000000001
1670,4.7669855237440953e-05,1.0561036183422006e-05,2.1000000000000001
1675,4.9624167277821292e-05,1.0985289082621248e-05,2.1000000000000001
1680,5.1708715889029203e-05,1.1436283203796913e-05,2.1000000000000001
1685,5.3928423147143568e-05,1.1916248520456444e-05,2.1000000000000001
1690,5.628836361235057e-05,1.2427641808081056e-05,2.1000000000000001
1695,5.8793926790120767e-05,1.2973174012788195e-05,2.1000000000000001
1700,6.1451009054068278e-05,1.3555841461895705e-05,2.1000000000000001
1705,6.4266236044116772e-05,1.4178961535540544e-05,2.1000000000000001
1710,6.724721630917351e-05,1.484621352999487e-05,2.1000000000000001
1715,7.0402827257659586e-05,1.5561685579716579e-05,2.1000000000000001
1720,7.3743534606397984e-05,1.6329928670782688e-05,2.1000000000000001
1725,7.7281746875736287e-05,1.7156018973811417e-05,2.1000000000000001
1730,8.1032207069100276e-05,1.8045629968859692e-05,2.1000000000000001
1735,8.5012424393179133e-05,1.9005116128500244e-05,2.1000000000000001
1740,8.9243149912280437e-05,2.0041610284663791e-05,2.1000000000000001
1745,9.3748901428555034e-05,2.1163137247063588e-05,2.1000000000000001
1750,9.855854450482041e-05,2.2378746786271282e-05,2.1000000000000001
1755,0.00010370593888384228,2.3698669766716896e-05,2.1000000000000001
1760,0.00010923066224237515,2.5134502050486413e-05,2.1000000000000001
1765,0.00011517882673827705,2.6699421831419414e-05,2.1000000000000001
1770,0.00012160400819737943,2.8408447359619929e-05,2.1000000000000001
1775,0.00012856831320374971,3.0278743648721585e-05,2.1000000000000001
1780,0.00013614361617997651,3.2329988807685344e-05,2.1000000000000001
1785,0.00014441300714401672,3.4584813241166059e-05,2.1000000000000001
1790,0.00015347250146519509,3.7069328253296371e-05,2.1000000000000001
1795,0.00016343307656344912,3.9813764787707711e-05,2.1000000000000001
1800,0.00017442311748810135,4.28532483938594e-05,2.1000000000000001
1805,0.00018659137502551824,4.6228743390576132e-05,2.1000000000000001
1810,0.00020011056748782949,4.9988208013104561e-05,2.1000000000000001
1815,0.00021518179243805108,5.4188013714838154e-05,2.1000000000000001
1820,0.00023203995920457641,5.8894696443442883e-05,2.1000000000000001
1825,0.00025096051016536492,6.4187126602834838e-05,2.1000000000000001
1830,0.00027226777101974748,7.0159208722313308e-05,2.1000000000000001
1835,0.00029634536167186774,7.692325295850303e-05,2.1000000000000001
1840,0.0003236492133517942,8.4614200049553054e-05,2.1000000000000001
1845,0.00035472387681371504,9.3394930675428061e-05,2.1000000000000001
1850,0.00039022297076461959,0.00010346295024271089,2.1000000000000001
1855,0.00043093480111159232,0.00011505880979052062,2.1000000000000001
1860,0.00047781435562332611,0.00012847669764173183,2.1000000000000001
1865,0.00053202298685599259,0.00014407769913368462,2.1000000000000001
1870,0.00059497701084152939,0.00016230623807166292,2.1000000000000001
1875,0.00066840591058619819,0.00018371010785464407,2.1000000000000001
1880,0.0007544193278202964,0.00020896411926286403,2.1000000000000001
1885,0.00085557857537026875,0.0002388964357663741,2.1000000000000001
1890,0.00097496119917233281,0.00027451457043981356,2.1000000000000001
1895,0.0011161929903443916,0.0003170237632027202,2.1000000000000001
1900,0.0012833956374339911,0.00036782234077034582,2.1000000000000001
1905,0.0014809527529574531,0.00042844420192313955,2.1000000000000001
1910,0.0017129259942846209,0.00050039524368916341,2.1000000000000001
1915,0.0019818627485171853,0.0005847992593458498,2.1000000000000001
1920,0.0022866788380340865,0.0006817441161059524,2.1000000000000001
1925,0.0026194333829040136,0.00078924977372092815,2.1000000000000001
1930,0.0029614569704458187,0.00090196950976116034,2.1000000000000001
1935,0.0032807496403943325,0.0010101955643761352,2.1000000000000001
1940,0.0035343131804730543,0.0011003390129029637,2.1000000000000001
1945,0.0036786868585447271,0.0011580368017547003,2.1000000000000001
1950,0.0036865016355415942,0.0011734019868465755,2.1000000000000001
1955,0.0035591298964670619,0.0011453828012126007,2.1000000000000001
1960,0.0033255429457359031,0.0010819171292148211,2.1000000000000001
1965,0.0030285219599845551,0.0009959056264586528,2.1000000000000001
1970,0.0027089031580948947,0.00090022883774286682,2.1000000000000001
1975,0.0023965041720100115,0.00080466306007737282,2.1000000000000001
1980,0.0021086499934027409,0.00071517799796995169,2.1000000000000001
1985,0.001852857010644228,0.00063462946708642742,2.1000000000000001
1990,0.0016304113125636143,0.00056382129256808775,2.1000000000000001
1995,0.0014392686457501756,0.00050240794671239757,2.1000000000000001
2000,0.0012759479631542974,0.0004495043314677791,2.1000000000000001
2005,0.0011366063376212518,0.00040404413701229121,2.1000000000000001
2010,0.0010175772077895212,0.00036496776288471184,2.1000000000000001
2015,0.00091559741383043897,0.00033130840321773805,2.1000000000000001
2020,0.00082786968527848821,0.00030222242943263382,2.1000000000000001
2025,0.00075204612802025946,0.00027699172840516207,2.1000000000000001
2030,0.0006861790467299466,0.00025501340596268351,2.1000000000000001
2035,0.00062866259656733404,0.00023578494456683794,2.1000000000000001
2040,0.00057817624748004938,0.00021888879317197827,2.1000000000000001
2045,0.00053363452321078845,0.00020397816338952663,2.1000000000000001
2050,0.00049414425069079675,0.00019076467538178601,2.1000000000000001
2055,0.00045896907431769202,0.00017900794821678942,2.1000000000000001
2060,0.00042750039742922444,0.00016850698627901055,2.1000000000000001
2065,0.00039923375552271192,0.00015909312483187158,2.1000000000000001
2070,0.00037374966404159785,0.00015062428413640923,2.1000000000000001
2075,0.0003506980994414679,0.00014298030039410701,2.1000000000000001
2080,0.00032978590763684988,0.00013605913297342422,2.1000000000000001
2085,0.00031076656281339346,0.00012977378006992071,2.1000000000000001
2090,0.00029343181275727248,0.00012404976544193059,2.1000000000000001
2095,0.00027760484079452101,0.00011882308501973515,2.1000000000000001
2100,0.00026313465104727831,0.00011403852402818155,2.1000000000000001
2105,0.0002498914451757627,0.00010964827312097166,2.1000000000000001
2110,0.0002377628070166946,0.00010561078634015121,2.1000000000000001
2115,0.00022665054984278215,0.00010188983519804585,2.1000000000000001
2120,0.00021646811077457708,9.8453722305211412e-05,2.1000000000000001
2125,0.00020713840028025276,9.5274625209612553e-05,2.1000000000000001
2130,0.00019859203276798246,9.2328046875698474e-05,2.1000000000000001
2135,0.00019076587858872323,8.9592353794937701e-05,2.1000000000000001
2140,0.00018360188859595998,8.7048386380160055e-05,2.1000000000000001
2145,0.00017704615110001134,8.4679129170231023e-05,2.1000000000000001
2150,0.00017104814755516506,8.2469430718882801e-05,2.1000000000000001
2155,0.00016556017855680674,8.0405764884826646e-05,2.1000000000000001
2160,0.00016053693559344334,7.8476026752765583e-05,2.1000000000000001
2165,0.00015593519724550135,7.6669357603068801e-05,2.1000000000000001
2170,0.00015171363079513145,7.4975994344687893e-05,2.1000000000000001
2175,0.00014783268226541824,7.3387139606633146e-05,2.1000000000000001
2180,0.00014425453938289514,7.1894849330455643e-05,2.1000000000000001
2185,0.00014094315326092661,7.0491935242641618e-05,2.1000000000000001
2190,0.00013786430569927857,6.917188000760847e-05,2.1000000000000001
2195,0.00013498570998157189,6.7928763225073938e-05,2.1000000000000001
2200,0.00013227713393064349,6.6757196726497544e-05,2.1000000000000001
2205,0.00012971053489267792,6.5652267869658896e-05,2.1000000000000001
2210,0.00012726019718227878,6.4609489725357303e-05,2.1000000000000001
2215,0.00012490286338351063,6.3624757232111161e-05,2.1000000000000001
2220,0.00012261785187211091,6.269430851384619e-05,2.1000000000000001
2225,0.00012038715383983945,6.1814690693152115e-05,2.1000000000000001
2230,0.00011819550409523919,6.098272961532653e-05,2.1000000000000001
2235,0.0001160304209725216,6.0195502989012104e-05,2.1000000000000001
2240,0.00011388221169155337,5.9450316515311893e-05,2.1000000000000001
2245,0.00011174394060667625,5.8744682638237304e-05,2.1000000000000001
2250,0.00010961135884298834,5.807630159460454e-05,2.1000000000000001
2255,0.00010748279488562081,5.7443044490860464e-05,2.1000000000000001
2260,0.00010535900672741942,5.6842938162662481e-05,2.1000000000000001
2265,0.00010324299715278211,5.6274151609655376e-05,2.1000000000000001
2270,0.00010113979473905992,5.5734983820699758e-05,2.1000000000000001
2275,9.9056203916210084e-05,5.5223852830044313e-05,2.1000000000000001
2280,9.7000528322461896e-05,5.4739285861457544e-05,2.1000000000000001
2285,9.4982272275544782e-05,5.4279910438789287e-05,2.1000000000000001
2290,9.3011825797892505e-05,5.3844446350821966e-05,2.1000000000000001
2295,9.1100139045532892e-05,5.3431698376986264e-05,2.1000000000000001
2300,8.9258392319222619e-05,5.3040549686066867e-05,2.1000000000000001
2305,8.7497667980565181e-05,5.2669955834858271e-05,2.1000000000000001
2310,8.5828630657071046e-05,5.2318939300368981e-05,2.1000000000000001
2315,8.4261221987658112e-05,5.1986584485921176e-05,2.1000000000000001
2320,8.2804375930507266e-05,5.1672033152576837e-05,2.1000000000000001
2325,8.1465760262298137e-05,5.1374480227228155e-05,2.1000000000000001
2330,8.0251549415298373e-05,5.1093169951320988e-05,2.1000000000000001
2335,7.9166233172763847e-05,5.082739233305456e-05,2.1000000000000001
2340,7.821246501513152e-05,5.0576479875205882e-05,2.1000000000000001
2345,7.7390953150401423e-05,5.0339804550529077e-05,2.1000000000000001
2350,7.6700396338009647e-05,5.011677500268283e-05,2.1000000000000001
2355,7.6137465754775547e-05,4.9906833954283254e-05,2.1000000000000001
2360,7.5696833131213298e-05,4.9709455802933199e-05,2.1000000000000001
2365,7.5371244509092546e-05,4.9524144393198409e-05,2.1000000000000001
2370,7.515163793881214e-05,4.9350430949611961e-05,2.1000000000000001
2375,7.5027302559225895e-05,4.9187872161404236e-05,2.1000000000000001
2380,7.498607562058567e-05,4.9036048408820961e-05,2.1000000000000001
2385,7.5014573190726949e-05,4.8894562122639102e-05,2.1000000000000001
2390,7.5098449587626193e-05,4.8763036269778089e-05,2.1000000000000001
2395,7.5222679933236618e-05,4.8641112957118178e-05,2.1000000000000001
2400,7.5371859764748281e-05,4.8528452148610884e-05,2.1000000000000001
1600,2.8247102173935347e-05,6.123511235821063e-06,2.2000000000000002
1605,2.8844142006168096e-05,6.2958226421251607e-06,2.2000000000000002
1610,2.9477127954733817e-05,6.4759306669061975e-06,2.2000000000000002
1615,3.0151977133007713e-05,6.6643331589574633e-06,2.2000000000000002
1620,3.0874709270146077e-05,6.8615668224564684e-06,2.2000000000000002
1625,3.1651366181211708e-05,7.0682107776455161e-06,2.2000000000000002
1630,3.2487932656200746e-05,7.2848905020037201e-06,2.2000000000000002
1635,3.3390261058765321e-05,7.5122821984269877e-06,2.2000000000000002
1640,3.4364001936788219e-05,7.7511176426051056e-06,2.2000000000000002
1645,3.5414542996077975e-05,8.0021895698564545e-06,2.2000000000000002
1650,3.6546958677314974e-05,8.2663576689738604e-06,2.2000000000000002
1655,3.7765972535443726e-05,8.5445552612583659e-06,2.2000000000000002
1660,3.907593447161592e-05,8.8377967531384957e-06,2.2000000000000002
1665,4.0480814711826199e-05,9.1471859644246919e-06,2.2000000000000002
1670,4.1984216200733467e-05,9.4739254488615757e-06,2.2000000000000002
1675,4.3589406894233156e-05,9.8193269415820602e-06,2.2000000000000002
1680,4.5299373125905567e-05,1.0184823089006338e-05,2.2000000000000002
1685,4.7116895034179117e-05,1.0571980639844933e-05,2.2000000000000002
1690,4.9044644682065842e-05,1.098251530556703e-05,2.2000000000000002
1695,5.1085307329934176e-05,1.141830853199969e-05,2.2000000000000002
1700,5.3241725977061663e-05,1.1881426462440186e-05,2.2000000000000002
1705,5.5517069179976489e-05,1.2374141421439364e-05,2.2000000000000002
1710,5.7915021861189274e-05,1.2898956301743884e-05,2.2000000000000002
1715,6.0439998782608033e-05,1.3458632306097007e-05,2.2000000000000002
1720,6.3097380280019791e-05,1.4056220571594629e-05,2.2000000000000002
1725,6.5893769847821085e-05,1.4695098302097384e-05,2.2000000000000002
1730,6.8837273374993099e-05,1.5379010144995121e-05,2.2000000000000002
1735,7.1937799993106684e-05,1.611211568726077e-05,2.2000000000000002
1740,7.520738499975827e-05,1.6899044110256658e-05,2.2000000000000002
1745,7.8660535792551001e-05,1.7744957240507541e-05,2.2000000000000002
1750,8.2314602604124205e-05,1.865562247966239e-05,2.2000000000000002
1755,8.6190176734271884e-05,1.9637497386918746e-05,2.2000000000000002
1760,9.0311520345622869e-05,2.0697828055305722e-05,2.2000000000000002
1765,9.4707033352924914e-05,2.1844763856499974e-05,2.2000000000000002
1770,9.9409765019757893e-05,2.3087491681491868e-05,2.2000000000000002
1775,0.00010445798022679655,2.4436393473252289e-05,2.2000000000000002
1780,0.00010989579333726039,2.5903231680651767e-05,2.2000000000000002
1785,0.00011577388629622401,2.7501368300303764e-05,2.2000000000000002
1790,0.00012215033204936122,2.9246024471995422e-05,2.2000000000000002
1795,0.00012909154987203786,3.1154589207686121e-05,2.2000000000000002
1800,0.00013667342604906869,3.3246987884231835e-05,2.2000000000000002
1805,0.0001449826418187965,3.5546123700908601e-05,2.2000000000000002
1810,0.00015411826103069228,3.8078408574519381e-05,2.2000000000000002
1815,0.00016419364321042267,4.0874404090562642e-05,2.2000000000000002
1820,0.00017533876435828666,4.3969598428490313e-05,2.2000000000000002
1825,0.00018770304877683229,4.7405351957699805e-05,2.2000000000000002
1830,0.00020145884195586967,5.1230052879477038e-05,2.2000000000000002
1835,0.00021680568815616105,5.5500535457343396e-05,2.2000000000000002
1840,0.00023397561961827483,6.028382772404125e-05,2.2000000000000002
1845,0.00025323971868240563,6.5659313981697266e-05,2.2000000000000002
1850,0.0002749162834752603,7.1721421040792238e-05,2.2000000000000002
1855,0.00029938101470739723,7.8582967270179942e-05,2.2000000000000002
1860,0.00032707974913255555,8.6379351506896013e-05,2.2000000000000002
1865,0.00035854439618660661,9.5273806086125076e-05,2.2000000000000002
1870,0.00039441288742651537,0.00010546399508192813,2.2000000000000002
1875,0.00043545411428727278,0.00011719030392750897,2.2000000000000002
1880,0.00048259898394648244,0.00013074623380187765,2.2000000000000002
1885,0.00053697880512615891,0.00014649136751416339,2.2000000000000002
1890,0.00059997210140030986,0.00016486737729808431,2.2000000000000002
1895,0.00067326038305955647,0.00018641742344652565,2.2000000000000002
1900,0.00075889189505971312,0.00021180889507096175,2.2000000000000002
1905,0.00085934896289502859,0.00024185847905639954,2.2000000000000002
1910,0.00097760757046340668,0.00027755646612530674,2.2000000000000002
1915,0.0011171642610188449,0.00032008304842533598,2.2000000000000002
1920,0.0012819805998096085,0.00037080153796350922,2.2000000000000002
1925,0.001476252815224214,0.00043119966693625525,2.2000000000000002
1930,0.0017038484711730108,0.00050272821772914724,2.2000000000000002
1935,0.00196716982945955,0.00058645735262981464,2.2000000000000002
1940,0.0022651532774381812,0.00068244913333475384,2.2000000000000002
1945,0.0025902415404115684,0.00078877529577711246,2.2000000000000002
1950,0.0029247567636112629,0.00090028676530777812,2.2000000000000002
1955,0.0032384252607378775,0.0010076651879860148,2.2000000000000002
1960,0.0034904009746391787,0.0010978384937982524,2.2000000000000002
1965,0.003638851115740084,0.0011568463461779414,2.2000000000000002
1970,0.0036563517348182856,0.0011747775847808096,2.2000000000000002
1975,0.0035422208405713413,0.0011500359402282752,2.2000000000000002
1980,0.003322400651935955,0.0010897711342494462,2.2000000000000002
1985,0.0030371668058964936,0.0010062613931461439,2.2000000000000002
1990,0.0027261576338853959,0.00091213660198648076,2.2000000000000002
1995,0.0024191514984164392,0.00081723672701426633,2.2000000000000002
2000,0.0021340486632089534,0.00072774638556816684,2.2000000000000002
2005,0.0018790949121005878,0.00064675638235556199,2.2000000000000002
2010,0.0016562209107934523,0.00057526260811225412,2.2000000000000002
2015,0.0014638693878788118,0.0005130543296452475,2.2000000000000002
2020,0.0012988970004592876,0.00045933178942636206,2.2000000000000002
2025,0.0011576833362255052,0.00041307810021085772,2.2000000000000002
2030,0.0010367038370302777,0.0003732594025599851,2.2000000000000002
2035,0.00093278409267152983,0.0003389200158986428,2.2000000000000002
2040,0.00084318148409527941,0.00030921890884523496,2.2000000000000002
2045,0.00076558134494113294,0.00028343589111822843,2.2000000000000002
2050,0.00069805586843787613,0.0002609636567026099,2.2000000000000002
2055,0.00063901078808566191,0.00024129431158031393,2.2000000000000002
2060,0.00058713190804883725,0.00022400473455573769,2.2000000000000002
2065,0.00054133667559103202,0.00020874278385840417,2.2000000000000002
2070,0.00050073250360154517,0.00019521514160049464,2.2000000000000002
2075,0.00046458189710299577,0.00018317698145746975,2.2000000000000002
2080,0.00043227373419767255,0.00017242336539953336,2.2000000000000002
2085,0.00040329982299217747,0.00016278216470214595,2.2000000000000002
2090,0.00037723585002055602,0.00015410827310475753,2.2000000000000002
2095,0.0003537259234802539,0.00014627889102470192,2.2000000000000002
2100,0.00033247003219805902,0.00013918968588654432,2.2000000000000002
2105,0.00031321385952787852,0.00013275166373036862,2.2000000000000002
2110,0.00029574049682026983,0.00012688861602721692,2.2000000000000002
2115,0.00027986369095604811,0.00012153503087873346,2.2000000000000002
2120,0.00026542233407860806,0.00011663437922224576,2.2000000000000002
2125,0.00025227596290626643,0.00011213770415695222,2.2000000000000002
2130,0.00024030108223808903,0.00010800245583498984,2.2000000000000002
2135,0.00022938816465034289,0.00010419152572541816,2.2000000000000002
2140,0.00021943920758336628,0.00010067244327417628,2.2000000000000002
2145,0.00021036575211495846,9.7416705204250156e-05,2.2000000000000002
2150,0.00020208728566905402,9.4399213554658632e-05,2.2000000000000002
2155,0.0001945299650120341,9.1597803129573924e-05,2.2000000000000002
2160,0.00018762560691626095,8.8992842747342402e-05,2.2000000000000002
2165,0.00018131090262627194,8.6566897602184269e-05,2.2000000000000002
2170,0.00017552681893833556,8.4304442403530935e-05,2.2000000000000002
2175,0.00017021815429588973,8.2191616865319106e-05,2.2000000000000002
2180,0.00016533322252879269,8.0216016626834572e-05,2.2000000000000002
2185,0.00016082364036126707,7.8366513909645811e-05,2.2000000000000002
2190,0.00015664419776043102,7.6633103230401532e-05,2.2000000000000002
2195,0.0001527527925246027,7.5006768279647115e-05,2.2000000000000002
2200,0.00014911041260376055,7.3479366737496456e-05,2.2000000000000002
2205,0.00014568115146979498,7.2043530348200009e-05,2.2000000000000002
2210,0.00014243224344888988,7.0692577999735673e-05,2.2000000000000002
2215,0.00013933410746330639,6.9420439928310668e-05,2.2000000000000002
2220,0.00013636038905472445,6.822159146784994e-05,2.2000000000000002
2225,0.00013348799193610973,6.7090995002570906e-05,2.2000000000000002
2230,0.00013069709165744545,6.6024049000134249e-05,2.2000000000000002
2235,0.00012797112524177496,6.5016543159507174e-05,2.2000000000000002
2240,0.00012529675207185033,6.4064618862504308e-05,2.2000000000000002
2245,0.00012266378238554634,6.3164734230742171e-05,2.2000000000000002
2250,0.00012006507113997084,6.2313633189919982e-05,2.2000000000000002
2255,0.00011749637613172688,6.1508318035092912e-05,2.2000000000000002
2260,0.00011495618046055166,6.0746025047810754e-05,2.2000000000000002
2265,0.0001124454804477512,6.0024202793416093e-05,2.2000000000000002
2270,0.00010996754127016856,5.9340492764027219e-05,2.2000000000000002
2275,0.00010752762336343043,5.8692712084020899e-05,2.2000000000000002
2280,0.00010513268361915764,5.8078838028621339e-05,2.2000000000000002
2285,0.00010279105603457285,5.7496994141124843e-05,2.2000000000000002
2290,0.00010051211713148811,5.6945437759387182e-05,2.2000000000000002
2295,9.8305941916292184e-05,5.6422548785939512e-05,2.2000000000000002
2300,9.6182956483246415e-05,5.5926819559269265e-05,2.2000000000000002
2305,9.41535935875116e-05,5.5456845698237424e-05,2.2000000000000002
2310,9.2227957513157965e-05,5.5011317810930654e-05,2.2000000000000002
2315,9.0415504513266539e-05,5.4589013968767537e-05,2.2000000000000002
2320,8.8724744837959972e-05,5.4188792862178049e-05,2.2000000000000002
2325,8.7162971999015418e-05,5.380958756391963e-05,2.2000000000000002
2330,8.5736024413513359e-05,5.3450399833159425e-05,2.2000000000000002
2335,8.4448083973077246e-05,5.3110294904733966e-05,2.2000000000000002
2340,8.330151534408626e-05,5.2788396713357819e-05,2.2000000000000002
2345,8.2296749017886437e-05,5.2483883509361556e-05,2.2000000000000002
2350,8.1432210240879423e-05,5.2195983828058589e-05,2.2000000000000002
2355,8.0704295041014926e-05,5.1923972779658418e-05,2.2000000000000002
2360,8.0107393595447776e-05,5.166716863181567e-05,2.2000000000000002
2365,7.9633960220995532e-05,5.1424929658744003e-05,2.2000000000000002
2370,7.9274628310667519e-05,5.1196651236003847e-05,2.2000000000000002
2375,7.9018367593857691e-05,5.0981763161187692e-05,2.2000000000000002
2380,7.8852680230855039e-05,5.0779727184138977e-05,2.2000000000000002
2385,7.8763831425742914e-05,5.0590034732166879e-05,2.2000000000000002
2390,7.8737109533317327e-05,5.0412204815611063e-05,2.2000000000000002
2395,7.8757109970859166e-05,5.0245782103628528e-05,2.2000000000000002
2400,7.8808036796384456e-05,5.009033515754457e-05,2.2000000000000002
1600,2.5981970903654214e-05,5.7688181112022502e-06,2.2999999999999998
1605,2.6470603871039598e-05,5.9188146624844563e-06,2.2999999999999998
1610,2.6987774008220734e-05,6.0750799769302385e-06,2.2999999999999998
1615,2.7538879096147527e-05,6.2379922039143196e-06,2.2999999999999998
1620,2.8129397202255026e-05,6.4079575048552825e-06,2.2999999999999998
1625,2.8764804183432429e-05,6.5854124842970041e-06,2.2999999999999998
1630,2.9450491896793044e-05,6.7708268677299279e-06,2.2999999999999998
1635,3.0191689327133215e-05,6.9647064544112111e-06,2.2999999999999998
1640,3.0993388795894804e-05,7.1675963772066749e-06,2.2999999999999998
1645,3.1860279478330828e-05,7.380084705899708e-06,2.2999999999999998
1650,3.2796690334412053e-05,7.6028064345362461e-06,2.2999999999999998
1655,3.3806544520999289e-05,7.8364478990976386e-06,2.2999999999999998
1660,3.4893327155560237e-05,8.0817516782658749e-06,2.2999999999999998
1665,3.6060068169118662e-05,8.3395220361072482e-06,2.2999999999999998
1670,3.7309341732631042e-05,8.6106309757187214e-06,2.2999999999999998
1675,3.8643283516863018e-05,8.8960249800680418e-06,2.2999999999999998
1680,4.0063626751086427e-05,9.1967325296667938e-06,2.2999999999999998
1685,4.1571757783801385e-05,9.5138724980832037e-06,2.2999999999999998
1690,4.3168791503006953e-05,9.8486635418831479e-06,2.2999999999999998
1695,4.4855666718544261e-05,1.0202434619846231e-05,2.2999999999999998
1700,4.6633261232448758e-05,1.0576636795702679e-05,2.2999999999999998
1705,4.8502526147879413e-05,1.0972856504386957e-05,2.2999999999999998
1710,5.0464638592893243e-05,1.1392830488227332e-05,2.2999999999999998
1715,5.2521171872986865e-05,1.1838462645330885e-05,2.2999999999999998
1720,5.4674281914712154e-05,1.2311843069928188e-05,2.2999999999999998
1725,5.6926908651594258e-05,1.2815269612956594e-05,2.2999999999999998
1730,5.9282991086704559e-05,1.3351272343710336e-05,2.2999999999999998
1735,6.1747694668279351e-05,1.392264136455562e-05,2.2999999999999998
1740,6.4327649833519497e-05,1.4532458502440216e-05,2.2999999999999998
1745,6.7031200772967779e-05,1.5184133501092819e-05,2.2999999999999998
1750,6.9868663832928246e-05,1.5881445446224719e-05,2.2999999999999998
1755,7.2852595426066348e-05,1.6628590292854982e-05,2.2999999999999998
1760,7.5998070017565733e-05,1.7430235527420183e-05,2.2999999999999998
1765,7.9322969496590929e-05,1.829158319307726e-05,2.2999999999999998
1770,8.2848286270330456e-05,1.9218442746417987e-05,2.2999999999999998
1775,8.6598443653077044e-05,2.0217315505384151e-05,2.2999999999999998
1780,9.0601638503765941e-05,2.1295492801846797e-05,2.2999999999999998
1785,9.4890212917661795e-05,2.2461170389740024e-05,2.2999999999999998
1790,9.9501063856410727e-05,2.372358219159612e-05,2.2999999999999998
1795,0.00010447610202796842,2.509315712845416e-05,2.2999999999999998
1800,0.00010986277451107744,2.6581703596045411e-05,2.2999999999999998
1805,0.00011571466910863706,2.8202627159803676e-05,2.2999999999999998
1810,0.00012209222290549172,2.9971188313253996e-05,2.2999999999999998
1815,0.00012906356284829798,3.1904808723704159e-05,2.2999999999999998
